SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
7448,3,41,29,5,43,335,32,4,6,30,9930,14,1519,6,34094,2,224,3,3,7,906,5,6401,1,1,0,9,37,49,285,286,27,12,40,39,201,2,119,5512,10,14,145,41,473,196,7,6,0,10003,165,100,2506,21,109,26,8,139,17,496,49,0,56,353,959,14,5,113,0,4,84,506,23,210,527,174,5,1,20985,9,2,0,6,1,9,3,134,87,13,129,7,19,1,0,14,131,49,65,15030,41,1,39,47,2,0,3,1912,10,653,147,17,8220,39,24,405,4,10,0,173,6,8,0,216,4,10,213,3,12,0,24,8,12,0,1,2318,4013,28,0,0,0,13,49,6,19,6891,25,74,12,1601,40,1,28,0,15,0,9,12,59,503,805,1,1180,5,80,13,0,0,189,475,29,744,238,2160,0,21,1277,0,21,1,0,35,0,8,42,333,803,49,215,71,2,0,36,65,0,0,0,16,26,2,16,0,21,24,0,276,0,84,2,107,493,0,11,5,99,1,55,0,0,4,356,0,0,119,39,7028,504,19,26,232,2,0,25,3,112,8,0,1216,0,0,2,2,101,8,2,3,133,6,20,1,2,0,7,0,1,8,5,196,14,0,1807,25,0,76,74,32,3,8,12,40,0,4,0,3,2,67,21,5,23,4.613,6.56,10.375
4814,0,0,109,4,3,0,37,7,160,56,161,3,51,5,336,4,10,19,2,6,52,4,5,0,9,49,1027,38,211,4,1,23,1,36,6,6,0,11,875,3,52,3,1,0,5,991,32,0,2,1,4,0,1,7,14,12,33,6,8,115,0,1,4,18,5,112,136,1,2,43,172,9,17,185,137,8,0,2,8,15,0,4,0,4,19,209,0,5,26,146,12,0,0,7,273,3,758,233,2,2,8,21,29,0,15,0,24,6,5,0,9,1322,1,85,0,0,0,237,414,0,0,33788,0,30,51,12,99,0,24,10,0,0,18,450,16,2,0,0,6,0,4,0,0,363,0,1,5,2799,26,0,8,2,2,43,5,18,94,17,1,0,2,1,1,0,4,4,301,50,40,31,18,7677,0,0,8,2,0,0,0,69,12,2,157,2055,1,0,10,374,1,6,19,0,0,50,78,23,2,2593,495,17,28,8,0,4,0,7,27,10,0,0,11,76,89,10,1,78,3,5,5,2,5,7,51,77,6,8,3,533,3,0,39659,0,0,2,0,184,13,0,0,0,0,2,0,1,26,45,12,0,5,2,1,0,0,5,0,1,1,3,37,832,426,3,2,0,4,56,72,2,0,0,0,5,8,78823,0,1,445,-1.483,-0.277,4.774
8579,1,6,86,0,1,7,43,3,55,57,530,12,84,15,10534,0,61,15,3,22,173,9,57,2,4,1,40,24,76,39,253,38,20,185,12,15,0,11,19137,8,33,27,11,4,4,170,3,0,0,6811,1366,2,90,12,211,19,191,4,5,354,0,352,179,28,20,0,35,0,13,9,172,0,31,270,803,2,2,8,5,25,14,9,1,7,374,231,10,7,32,17,4,5,141,23,30,18,62,40186,0,5,781,66,1,5,12,0,24,710,24,2,37,728,4,692,0,11,0,178,13,2,1,122,0,564,452,16,385,1,18,34,9,4,304,1,76,0,0,1,0,2,1004,2,0,44,0,19,11,1157,23,3,6,53,36,0,12,19,104,6,35,0,49,2,239,2,2,25,375,132,20,32,5,18,0,12,748,0,0,0,0,62,7,19,30,83,184,5,50,69,0,0,2,8,0,316,309,120,74,541,1344,91,6,14,3,3,0,25,371,0,79,0,5,176,68,18,79,1,14,0,71,0,53,194,32,343,9,9,3,9037,3,2,27,7,3,0,0,382,7,0,0,27,1,0,6,9,57,0,25,0,23,967,1,0,11,1,8,4,29,6,5039,14,0,23,32,106,132,0,4,1,0,12,0,11,6,102,36,4,5,0.457,4.927,10.621
2726,177,28,79,507,4,131,117,13,43,682,683,13,91,22,868,5,34,17,29,16,220,24,70,504,55,334,427,81,165,43,109,128,0,18,43,773,70,36,3480,10,25,16,1,5,29,1,67,0,20,2811,86,0,11,58,103,1,89,145,31,567,117414,5,24,2,98,6,137,317,69,9,469,7,41,659,257,89,26,14,16,172,23,626,65,55,11,345,9,3,257,267,0,169,317,172,118,14,45,1663,2,657,13,14,0,3289,44,103,469,105,0,2,77,221,180,218,1,4,0,111,15,2,24,135,0,1,41,30,0,0,9,11,2,0,182,0,72,0,202,81089,0,0,0,404,0,51,0,9,24,751,34,71,49,12,623,79,115,70,2133,48,320,1,3279,271,54,3,62,14,1898,355,65,51,14,3351,0,4,117,5,31,0,12,343,0,93,27,258,6,374,34,20,26,8,36,44,0,1030,204,252,15,28,401,43,45,11,0,2,47,12,36,0,22,17,96,128,141,49,3,1,14,3,5,2,29,0,27,104,5,224,1,327,46,0,56,1,0,13,1,688,18,0,0,2,3,2,3,17,95,5,48,1,0,0,0,0,0,10,7,39,366,0,82,88,3,5,7,64,0,5,8,13,0,2,0,6,133,79,0,0,29,0.33,0.84,4.683
3836,12,32,313,3,9,3,62,8,67,121,2032,0,39,5,675,3,27,31,8,1,96,43,44,21,34,24,10,42,467,27,37,46,0,0,21,126,7,54,6501,0,26,8,8,16,7,0,12,0,55,1567,54,1,4,50,20,0,87,3,132,666,10,0,2,0,9,397,453,655,8,6,33,9,28,516,436,12,25,1,2,349,22,80,0,6,4,756,2,24,31,11,32,45,16,103,38,7,111,1071,11,12,74,20,0,388,6,16,63,12,8,2,9,864,4,355,9,310,0,301,12,0,83,60,0,0,21,22,1,0,15,0,34,0,40,0,142,8,112,19,74,0,0,0,0,585,2,56,3,4805,196,0,28,1,952,7,2,71,1071,34,91,118,3016,116,214,1,10,15,619,1639,15,21,0,1147,0,7,115,98,20,3,0,87,0,25,19,384,63,56,3,16,0,4,3,58,0,1,20,86,7,1082,56,9,31,4,1,15,433,19,5,0,54,54,10,91,35,37,1,0,0,3,11,65,23,0,9,56,0,7,0,77,9,3,223,2,0,2,3,4400,0,1,2,5,13,10,0,0,107,12,24,0,40,0,3,0,6,0,0,42,88,11,310,49,30,5,24,4,0,36,24,10,0,2,0,8,33,25,1,1,78,2.798,1.379,5.043
1904,2,0,68,8,6,0,42,3,97,155,108,31,48,8,273,0,12,3,4,31,88,0,48,0,26,0,18,33,163,24,2,15,9,111,1,141,0,6,710,1,30,8,10,1,0,1,36,19,9,12,11,2,31,13,10,13,41,2,1,36,0,1,7,0,14,375,1,12,12,1620,152,0,8,81,216,6,0,11,11,22,0,573,0,6,33,79,5,12,2,17,1,20,1,7,8,10,56,250,0,15,1,195,1301,15,3,8,9,18,15,1,17,93,2,37,0,109,8,51,18,0,0,92,2,105,9,6,890,2,42,14,0,0,23,0,132,0,0,0,0,5,189,8,0,1,2,40,4,1170,44,0,2,15,49,28,3,45,907,6,13,0,242,0,0,4,12,101,327,70,21,15,17,10,0,5,7,0,0,0,0,50,10,1,65,227,41,0,0,45,0,10,13,8,0,22,80,78,5,30,556,0,80,128,0,7,18,1,102,0,14,0,7,2973,17,26,6,106,29,0,1,0,0,892,1,29,0,4,9,160,3,1,54,1,6,1,0,629,2,2,0,11,0,1,0,39,31,0,44,0,1,0,0,0,0,22,74,0,41,3,24,37,2,0,2,104,52,43,4,0,0,4,0,2,12,11,0,0,57,-1.723,-0.249,10.26
10327,8,983,35,8,339,39,10,104,6,11,339,12,323,2,15126,37,132,32,2,1401,37,25,663,1,10,2,51,40,271,26,58,280,49,2,5,115,1,4,4325,175,22,200,235,66,56,1,10,0,2,964,32,32,112,397,94,51,819,7,107,392,0,147,19,909,10,0,462,20,11,1215,3439,4408,5,633,142,44,2,46,9,222,3,8,2,2,4,94,169,26,11,12,126,0,0,12,80,21,1402,23733,14,0,4247,8,1,6,9,555,13,1,165,45,842,360,0,7707,0,294,619,2226,13,456,13,50,28,109,806,11,0,0,5,162,3665,5,82,7932,262,3,0,0,1,4,92,0,499,11145,1,1601,22,8668,11,1,38,31,59,3,32,16,45,17,3411,13,787,4,87,3,0,5,2584,1961,27,163,1,329,294,45,3560,2,0,5,1,50,21,26,36,155,961,25,23,45,2962,0,27,213,80,12,31,40,69,39,37,19,18,6,2,9,0,219,10,490,2497,0,3,12,159,115,87,0,0,13,263,24,46,104,80,107,42,19,2,861,0,0,556,4,47,19,0,5560,2,5,343,18,473,83,62,5,732,13,24,267,82,1,11,1,4,16,6,12,34,0,2110,38,208,253,35,2,46,2,5,28,0,5,0,4,16,79,14,0,21,0.075,5.708,5.401
394,123,6,52,36,3,287,62,15,32,3485,183,183,18,25,346,0,40,16,3,16,116,20,108,1490,106,94,65,46,110,25,22,108,0,12,11,34,0,7,2983,4,101,31,4,2,3,0,38,0,83,398,112,2,19,3,3412,2,19,110,17,67,0,5,1042,15,4,24,34,24,122,0,47,7,3,128,122,61,55,15,1,224,4,597,3,6,2679,94,7,3,21,14,0,0,137,40,65,4,28,824,0,11,5,3,3,2000,114,11,49,19,2,0,12,77,24,43,0,16,0,80,17,0,14,25,0,799,23,6,0,0,10,8,0,0,55,0,6750,4,8,57,0,0,0,141,0,37,0,14,15,475,38,5,4,7,67,5,8,36,2123,15,61,0,176,85,23,1,69,27,495,63,1701,6,36,369,0,0,16,7,320,0,0,214,1,3,91,77,6,27,6669,110,7,147,78,5,0,263,317,14696,23,574,5812,390,34,34,0,7,0,0,3960,0,0,85,51,1169,27,48,10,2,499,4,5,0,1,0,5,30,0,22,0,66,1455,0,4,2,3,0,1,358,10,0,0,2,2,1,0,2,19,2,37,0,1,0,6,0,1,3,4,1,1140,0,6,33,2,3,3,24,784,8,25,1,0,3,0,4,3,31,0,0,9,-1.252,-0.184,4.713
726,6,10,139,2,3,2,126,1,52,24,143,1,109,7,434,0,36,16,1,11,91,5,49,0,256,1,52,36,823,6,7,19,0,117,56,34,12,13,318,0,28,1,3,1,0,0,31,0,34,0,71,6,5,17,45,15,50,0,1,562,0,0,149,1,3,2655,17,56,5,10,318,0,5,333,181,50,15,23,10,162,4,21,0,11,37,248,28,2,97,12,0,10,2,17,128,10,37,997,0,18,18,30,14,111,7,6,29,4,14,0,25,59,5,176,0,1,1,188,1,0,0,435,2,7,14,6,3,4,14,10,0,1,55,12,1054,8,0,2,0,144407,251116,12,0,245,1,7,10,809,51,0,15,278,26,0,8,12,740,9,115,5,391,174,20,6,15,10,263,21,10,37,2,8,0,0,2,0,0,0,1,30,12,6,18,153,0,146,20,22,0,12,3,0,0,86,32,122,105,677,367,2,28,198,0,4,1171,1,106,0,0,0,47,187,20,23,3,3,6,1,0,4,13,5,5,32,0,16,0,351,0,0,25,0,0,1,1,70,88,0,0,2,5,11,0,3,39,3,14,2,0,0,0,0,0,8,0,3,5,0,31,22,4,4,0,0,2,22,8,0,0,4,0,5,116,8,0,0,47,-1.116,0.631,10.636
8223,8,12,462,7,4,3,83,15,934,17,712,6,65,0,44647,30,102,193,1,36,146,18,190,0,122,26,42,21,939,27,712,32,2,40,26,0,4,1121,9371,34,4,4,67,28,52,12,7,0,8,403,216,61,10,371,8,0,328,1,579,474,0,0,0,0,33,89,53,6,8,241,9186,1,385,1525,78,3,0,5,0,65,4,36,10,4,5,1279,2,1,71,66,0,0,0,86,232,15,121,25041,11,17,53,79,0,26,16,0,28,0,10,0,14,434,14,2628,0,57,0,532,6,3,114,75,118,28,65,0,0,0,10,4,3,126,278,0,34,2,62,0,7,94,56,8,2,4530,0,218,66,14188,6,3,15,8,399,6,11,49,247,21,2979,40,101,5,330,12,0,17,3059,427,20,55,14,128,0,237,658,9,30,6,505,113,0,343,121,4924,6089,0,108,11,0,0,1,36,85,4,16,28,0,0,81,28,52,22,110,126,0,152,8,0,6674,0,57,62,27,76,37,137,4,42,509,675,10,91,52,44,64,18,2,2218,3,76,796,111,3,98,0,2379,4,1,1,22,78,14,69,0,170,105,0,0,40,12,61,56,24,14,25,16,57,84,5209,612,32,29,48,35,18,68,34,18,0,54,0,216,21,32,72,33,787,1.452,7.585,6.514
2701,5,3,93,5,0,15,71,5,107,51,93,31,36,13,475,0,13,20,3,0,282,2,10,0,58,2,151,34,173,5,20,19,0,54,9,6,0,15,401,4,330,1,1,0,4,9,10,2,3,219,123,88,0,12,9,6,82,0,3,218,0,0,11,2,45,27,253,4,3,14,207,0,6,252,106,3,0,8,0,17,3,123,2,8,6,206,20,82,5,17,0,28,0,20,59,3,654,498,11,6,27,46,86,12,14,0,20,6,1,0,20,123,8,72,1,8,1,91,10,0,0,1694,0,668,8,3,150,0,5,24,3,0,183,0,30,6,8,0,0,0,2,1,0,52,1,6,8,2343,67,0,2,16,28,0,18,19,258,16,27,5,58,1,0,6,21,2396,1203,45,39,89,0,8813,0,1,11,12,0,5,6,56,15,1,126,99,0,3,8,37,1,2,1,7,0,42,8,38,2,14,161,1,3,14,0,0,46,1,22,0,8,0,11,34,97,15,3,11,35,3,3,10,0,60,13,22,1,5,0,136,0,0,273,0,0,0,6,144,33,0,0,33,3,1,0,0,25,2,19,1,2,0,0,0,1,5,2,1,1858,180,1404,29,101,0,0,0,259,6,7,2,1,3,1,5,23,20,4,0,15,-2.035,0.436,8.696
7275,3,12,419,33,0,21,128,3,67,25,4939,6,969,21,6901,3,80,106,4,5,333,12,680,0,5,3,32,57,78,70,732,33,10,1517,8,11,1,833,28090,20,48,6,126,13,21,0,2,4,71,5584,853,8,17,242,65,7,254,3,23,851,0,176,1,112,34,9,563,2,25,208,6002,6,51,1230,1048,0,1,4270,17,5,26,29,0,15,9,1837,74,22,104,437,1,0,2,75,2992,83,197,11886,0,2,43,13,0,13,7,0,28,0,33,9,749,500,4,3167,0,5,0,404,7,48,0,27,2,1,58,15,0,1,38,41,3,6,166,2,39,12,7,3,23,0,9,0,544,343,1,407,6,29355,42,4,202,4,147,1,28,41,80,59,553,9,318,0,166,5,6,14,1167,4190,25,127,19,294,5,46,310,33,1,8,0,112,26,4,101,77,1206,14,18,84,2,0,0,289,2,195,90,72,13,435,1041,74,10,169,11,229,0,33,117,0,807,1,15,501,33,84,25,18,0,12,78,61,94,213,499,1526,1,46,73,201,0,2,28,11,1,108,1,15026,0,0,4,0,79,20,41,1,222,57,5,0,96,0,15,2,39,43,6,85,10,16,3516,8,23,42,36,4,0,2,7,30,0,24,0,56,38,21,17,105,12,3.963,4.612,7.274
18174,0,31,47,1,10,27,17,0,11,17,56,0,5,0,55305,78,66,28,0,119,5,0,8,0,4,2,20,14,38,44,295,20,3,16,9,240,0,46,210,56,52,38,6,37,10,4,11,5,1,21422,3356,0,16,175,2,51,249,22,1,3,0,209,3,9,1,12,149,0,12,104,1510,0,29,178,59,1,0,2545,21,5,3,23,0,1,6,261,11,3,183,15,0,19,0,3,32,36,61,1105,29,0,16829,150,9,3,2,0,5,12,37,0,15,207,3,170,0,113,4,67,6,2,0,64,24,387,372,6,0,53,7,26,0,6,96,36,18,6,1,0,0,0,81,4,0,14964,7,6,111,4534,21,3,1,97,9,3,12,48,727,5,401,3,39,30,9,108,293,12,251,31,6,32,11,88,67,87,432,1,235,4,0,22,4,38,24,457,2710,6,101,2,0,0,0,1,0,0,1,9,31,16,84,0,65,102,47,0,0,0,4,0,2256,0,5,15,13,4,8,2,0,20,447,60,102,20,26,45,38,4,14,721,0,74,710,79,366,87,40,203,1,1,61,12,330,11,23,0,1894,55,2,5,5,4,6,47,12,1,109,5,0,9,6372,18,0,139,86,71,144,8,6,0,0,7,0,0,6,30,60,7,24,-2.15,7.9,11.627
285,6,2,279,4,1,5,93,11,42,54,209,4,193,3,550,6,29,22,1,2,30,0,31,1,8,0,37,53,150,8,8,22,0,16,0,141,0,16,2176,2,15,5,12,6,7,13,9,0,6,18,42,0,27,48,59,16,45,5,2,165,0,5,2,2,8,15,369,0,38,35,229,2,10,180,211,3,0,3,3,263,1,357,0,1,10,197,3,4,26,6,0,0,0,9,43,1,53,101,0,0,6,18,21,32,38,18,42,4,7,2,39,59,4,81,0,1,0,116,8,1,1,48,0,1,9,14,6,4,23,33,0,0,250,0,90,1,0,0,0,3,323,58,0,40,6,7,2,3780,39,2,1,7,11,4,0,19,88,6,343,0,39,3,0,0,2,5,259,30,30,33,1,110,0,0,12,1,1,0,5,27,26,1,33,76,2,8,25,8,1,4,7,5,0,245,13,161,14,178,919,96,24,2,0,7,2,0,88,0,4,0,31,110,98,24,3,0,64,0,1,3,50,346,8,42,12,16,0,431,1,0,445,0,0,0,0,97,4,2,0,3,5,0,0,1,51,0,12,3,4,0,1,0,1,7,1,0,17,0,3,12,2,26,40,53,0,10,5,0,0,4,0,1,13,6,0,0,15,-0.866,0.679,10.35
167,28,6,42,51,11,0,52,4,74,298,79,18,213,1,106,0,7,9,1,6,506,1,33,244,36,0,347,31,16,0,3,62,0,43,0,119,0,9,2548,438,74,227,0,3,10243,0,59,0,17,552,1090,0,40,3,267,39,3,46,1,85,25,0,1,31,3,3,8,13,174,45,627,3,4,33,48,46,27,0,0,235,0,3,15,3467,17,18,8,0,17,140,5,1,20,345,73,0,5,55,0,2,2,0,0,1375,48,61,1146,3,0,0,20,25,1,545,0,8,1,61,10,0,0,12,2,8,556,1,0,0,3,5,2,0,101,0,33,0,16279,64,0,0,1,37,0,0,0,6,4,161,37,0,6,6,903,1014,0,274,1880,9,7053,0,946,52,0,0,126,1,123,61,260,25,8,417,0,0,2,0,4,0,0,727,0,4,28,178,0,84,10,5,0,29,1,0,0,34,838,423,10,1801,1048,35,29,0,0,4,55,26,233,0,0,12,48,89,63,4,0,0,30,0,0,0,0,0,0,13,0,58,0,256,53,0,12,0,1,0,0,213,0,0,0,1,0,0,2,3,36,0,13,2,0,0,0,0,0,62,2,3,0,0,6,43,0,0,0,550,4,12,13,0,0,0,0,3,6,14,0,0,17,-2.306,-1.739,5.709
465,11,2,62,0,2,237,483,14,58,303,164,5,16,4,382,0,10,0,1,1,387,1,26,1,8,51,60,24,107,53,24,14,0,6,11,286,237,6,558,28,286,12,2,1,6,2,3,0,268,1786,24,0,0,12,22,1,15,11,41,67,4,5,2,3,0,0,17,8,5,2,86,12,0,72,48,22,4,52,0,1,0,173,3,62,6,138,1,19,0,280,4,0,15,12,39,3,26,169,0,15,9,6,0,746,6,0,1,0,2,0,11,67,1063,358,0,1,2,10,1,0,0,20,0,3,15,2,0,0,8,2,8,0,4,0,93,0,2,15826,0,7,18,3,0,33,0,1,13,619,45,50,4,0,381,2,5,8,698,9,271,3,211,2,3,3,8,4,272,230,39,28,9,308,0,3,54,0,23,0,0,77,1,247,60,84,3,66,19,36,2,34,139,28,0,47986,194403,77,1,105366,248424,448,30,1,0,4,0,0,153424,0,9,1,63,21,59,22,0,6,0,0,23,1,0,0,7,13,0,32,0,92,95,0,191,0,2,3,0,598,22,0,1,3,5,2,1,21,48,0,52,0,4,0,0,0,0,1,0,13,37,0,13,10,2,0,0,24,0,4,13,0,0,2,0,1,1220,35,0,0,11,-1.079,0.289,3.808
1595,0,13,6,3,7,4,15,12,16,56,29,0,43,1,739,0,152,8,0,320,8,15,5,0,16,2,68,15,1146,95,29,46,9,27,3,14,0,0,563,4,56,24,5,8,4,0,11,0,3,40,8,0,9,8,8,28,37,4,12,67,1,0,2,5,6,369,424,6,57,4,29,122,1,42,62,5,8,27,3,66,6,16,0,1,0,40,14,0,3,9,0,15,1,39996,16,5,56,60,9,1,339,10,1,6,33,0,7,16,13,5,10,101,23,17,6,8576,79,115,13,8,1,281,7,47,390,6,51,1,9,81,0,0,19,0,250,1,5,2,2,2,60,6,2,260,18,345,24,456,14,0,3,95,29,6944,0,9,81,1,206,18,190,4,0,0,10,1,86,8,10,26,6,78,0,0,1208,5,0,0,0,13,23,0,49,510,16,5,22,7,0,29,73,1,0,29,9,120,5,68,1521,29,29,53,0,25,0,38,25,0,11,0,6,31,37,10,39,0,0,0,235,4,1,68,9,25,0,1,7,1884,8,0,710,0,101,3,2,57,7,0,0,11,2,0,5,0,29,4,13,0,1,13,0,0,0,3,0,32,18,1,19,71,2,77,71,269,19,30,9,13,0,13,0,1,5,51,0,0,68,-3.555,1.111,6.502
3749,18,20,338,20,7,0,78,1,160,20,9910,0,207,12,7296,0,24,78,10,28,53,7,37,1,27,4,328,49,45,108,85,19,1,15,370,0,0,42,4638,58,12,8,158,8,17,13,15,0,73,237722,4015,27,9,33,80,0,50,10,374,342,0,0,0,2,12,24,359,2,30,20,297,0,45,579,210,10,0,7,2,11,34344,5,23,20,3,323,4,602,70,13,1,1,0,47,54,10,2758,8525,64,0,4,16981,2,7,14,0,28,764,5,0,7,1083,18,164,2,55,0,189,48,1,1,328,31,99,220,3494,136,2,1,15,0,0,566,33,96,1,4,0,0,0,42,0,5,4278,0,147,11,15120,29,0,5,11,93,12,37,14,170,1301,4551,0,1249,5,386,6,4,13,507,129,6,44,30,5040,2,346,73,4,4,0,18,90,7,61,207,330,2448,34,50,2190,0,2,8,9,252,139,138,377,10,60,1088,2,25,63,537,108,0,53,114,2,2720,0,23,297,76,10,4,66,1,1,4,240,4,0,2,323,8,13,69,505,0,201,514,728,0,26,0,464,0,14,43,33,4,5,0,10,545,43,4,0,36,8,3,4,9,0,6,9,130,0,26,27,644,6,15,3,64,9,14,35,33,25,0,9,15,33,0,6,62,4.584,4.31,10.682
696,0,1439,535,18647,2,0,9,4,5,8,13034,0,17563,130,13112,222,183,17884,0,1132,2,5,10835,0,0,1,55,34,0,112,5,2076,82,0,0,2,2,6547,56582,238,53,5,53,8,3954,68,14,0,1,85,154,21,2,203,8,46,893,36,140,49,0,4252,0,18,1,0,12780,0,0,383,53297,423,61,12869,22941,8,0,7,14,15,1,9,0,3,0,35934,3,501,5153,1,29,0,0,159,130,63,3943,21211,5868,0,3548,4,0,4,46,0,17637,0,2051,37,329,86,1,111996,42,152,17,5847,323,35,33086,36,160,4,141,0,0,0,8,75,290,15914,8114,21,16,71802,0,0,9,0,0,0,585,10434,3,11,94,13891,918,0,4,0,9,0,36,1,4,6,198,0,0,2,3711,32,0,2,9663,160,450,7331,230,78,4,170,3251,0,3,0,34,52,7489,172,58,283,3826,2,50,48,593,0,1,8,0,4,0,9,34,4,14,0,16,0,24,44,0,133,3,2,3869,0,2,14,65,6048,22,0,0,44,284,12174,524,123,4125,1341,10,0,30,135,0,6,546,60,313,51,0,1008,0,22,3337,3,58,74,283,44,9267,45,3,0,628,4,79,1,99,3,2,25,0,0,178,71,618,731,314,3,0,3,9,39,0,262,1,6,33,64,0,6,28,5.024,5.2,6.212
26340,0,25,163,5,0,0,233,2,41,99,257,0,998,16,7820,140,161,17,0,2983,155,4,495,0,0,0,3,40,268,59,794,13,134,76,0,7,1,264,90788,0,20,122,45,3,0,1,9,2,1853,22450,242,0,0,260,13,3,76,3,13,372,0,97,0,275,11,0,285,0,3,3,211,4,5,250,928,23,4,5,2,12,2,14,9,9,1,178,2287,0,0,5,0,0,0,8,68,0,916,25016,0,0,12,1,0,10,7,12,11,4,195,5,14,83,2,146,1,28,0,71,9,0,3,134,79,1,42,4,0,0,34,8,0,1,61,18,31,4,0,0,0,0,0,2,17,5721,2,1750,6,3669,34,3,9,0,503,3,26,31,11,29,512,4,104,4,6,4,20,3,444,937,11,92,15,1,0,71,11,1,6,1,0,51,13,0,50,432,1228,5,0,231,3,0,6,103,61,222,115,158,31,131,2306,9,25,42,0,36,0,24,86,0,1063,0,7,216,12,30,36,3,0,18,0,11,0,468,12,72,0,6,1,762,0,0,3403,0,52,47,0,11007,0,7,2,0,10,45,0,0,45,41,1570,1,3059,4,72,0,34,1,0,5,2,98,719,41,146,308,100,3,0,26,18,0,0,1,0,0,21,21,8,1,71,-0.197,4.882,9.999
